@relation Hotelpersonal

@attribute id numeric
@attribute pos_examples numeric
@attribute neg_examples numeric
@attribute score numeric

@data
3049,0,0,10.0
3057,1,0,10.0
3065,0,0,10.0
3073,0,0,10.0
3081,0,1,10.0
3089,0,0,10.0
3097,0,0,10.0
3105,2,2,10.0
3113,0,0,10.0
3121,0,3,10.0
3129,0,0,10.0
3137,0,0,10.0
3145,0,0,10.0
3153,0,0,10.0
3161,0,0,10.0
3169,0,0,10.0
3177,1,0,10.0
3185,0,0,10.0
3193,2,1,10.0
3201,1,0,10.0
3209,1,0,10.0
3217,2,1,10.0
3225,0,0,10.0
3233,0,0,10.0
3241,0,0,10.0
3249,0,0,10.0
3257,1,0,10.0
3265,0,0,10.0
3273,3,0,10.0
3281,0,2,10.0
3289,0,0,10.0
3297,0,0,10.0
3305,0,0,10.0
3313,0,0,10.0
3321,0,0,10.0
3329,2,0,10.0
3337,0,0,10.0
3345,0,0,10.0
3353,0,0,10.0
3361,0,0,10.0
3369,0,0,10.0
3377,2,0,10.0
3385,0,0,10.0
3393,1,0,10.0
3401,1,0,10.0
3409,0,0,10.0
3417,1,0,10.0
3425,0,0,10.0
3433,2,0,10.0
3441,0,0,10.0
3449,2,0,10.0
3457,0,0,10.0
3465,0,0,10.0
3473,1,0,10.0
3481,1,0,10.0
3489,0,0,10.0
3497,0,0,10.0
3505,2,0,10.0
3513,0,0,10.0
3521,0,0,10.0
3529,0,0,10.0
3537,0,0,10.0
3545,0,0,10.0
3553,0,0,10.0
3561,0,0,10.0
3569,0,0,10.0
3577,0,0,10.0
3585,0,0,10.0
3593,0,0,10.0
3601,1,0,10.0
3609,0,0,10.0
3617,0,0,10.0
3625,1,0,10.0
3633,0,0,10.0
3641,0,0,10.0
3649,0,0,10.0
3657,0,0,10.0
3665,1,0,10.0
3673,1,0,10.0
3681,0,0,10.0
3689,2,0,10.0
3697,0,0,10.0
3705,2,0,10.0
3713,1,0,10.0
3721,0,0,10.0
3729,0,0,10.0
3737,0,0,10.0
3745,0,0,10.0
3753,0,0,10.0
3761,0,0,10.0
3769,0,0,10.0
3777,0,0,10.0
3785,0,0,10.0
3793,1,0,10.0
3801,1,0,10.0
3809,0,0,10.0
3817,0,0,10.0
3825,0,0,10.0
3833,0,0,10.0
3841,1,0,10.0
3849,0,0,10.0
3857,3,0,10.0
3865,0,0,10.0
3873,0,0,10.0
3881,0,0,10.0
3889,0,0,10.0
3897,0,0,10.0
3905,0,0,10.0
3913,0,0,10.0
3921,0,0,10.0
3929,0,0,10.0
3937,0,0,10.0
3945,0,0,10.0
3953,0,0,10.0
3961,0,0,10.0
3969,0,0,10.0
3977,0,0,10.0
3985,0,0,10.0
3993,0,0,10.0
4001,2,0,10.0
4009,0,0,10.0
4017,0,0,10.0
4025,1,0,10.0
4033,0,0,10.0
4041,0,0,10.0
4049,2,0,10.0
4057,2,0,10.0
4065,0,2,10.0
4073,0,1,10.0
4081,0,0,10.0
4089,1,0,10.0
4097,0,0,10.0
4105,1,0,10.0
4113,1,0,10.0
4121,2,0,10.0
4129,0,0,10.0
4137,2,0,10.0
4145,0,0,10.0
4153,0,0,10.0
4161,1,0,10.0
4169,3,0,10.0
4177,0,0,10.0
4185,1,0,10.0
4193,0,0,10.0
4201,0,0,10.0
4209,0,0,10.0
4217,0,0,10.0
4225,0,0,10.0
4233,0,0,10.0
4241,0,0,10.0
4249,0,0,10.0
4257,0,0,10.0
4265,0,0,10.0
4273,1,0,10.0
4281,1,0,10.0
4289,0,0,10.0
4297,0,1,10.0
4305,0,1,10.0
4313,0,0,10.0
4321,0,0,10.0
4329,0,0,10.0
4337,0,0,10.0
4345,0,0,10.0
4353,0,0,10.0
4361,3,1,10.0
4369,1,0,10.0
4377,0,0,10.0
4385,0,0,10.0
4393,0,0,10.0
4401,1,0,10.0
4409,1,1,10.0
4417,0,1,10.0
4425,2,0,10.0
4433,0,0,10.0
4441,0,0,10.0
4449,2,0,10.0
4457,0,0,10.0
4465,0,0,10.0
4473,2,0,10.0
4481,1,0,10.0
4489,1,0,10.0
4497,0,0,10.0
4505,0,0,10.0
4513,0,0,10.0
4521,0,0,10.0
4529,1,0,10.0
4537,0,0,10.0
4545,0,1,10.0
4553,0,0,10.0
4561,1,0,10.0
4569,1,0,10.0
4577,3,0,10.0
4585,0,0,10.0
4593,0,0,10.0
4601,0,0,10.0
4609,1,0,10.0
4617,0,0,10.0
4625,0,0,10.0
4633,0,0,10.0
4641,0,0,10.0
4649,0,1,10.0
4657,0,0,10.0
4665,0,0,10.0
4673,0,0,10.0
4681,1,0,10.0
4689,0,0,10.0
4697,0,0,10.0
4705,3,0,10.0
4713,0,0,10.0
4721,1,0,10.0
4729,0,0,10.0
4737,0,0,10.0
4745,0,0,10.0
4753,0,0,10.0
4761,0,0,10.0
4769,0,0,10.0
4777,0,0,10.0
4785,0,0,10.0
4793,0,0,10.0
4801,0,1,10.0
4809,0,0,10.0
4817,0,0,10.0
4825,0,0,10.0
4833,2,0,10.0
4841,0,0,10.0
4849,0,0,10.0
4857,1,0,10.0
4865,0,0,10.0
4873,1,0,10.0
4881,1,0,10.0
4889,0,0,10.0
4897,0,0,10.0
4905,1,0,10.0
4913,0,0,10.0
4921,0,0,10.0
4929,0,0,10.0
4937,0,0,10.0
4945,2,0,10.0
4953,0,1,10.0
4961,0,0,10.0
4969,2,0,10.0
4977,0,0,10.0
4985,0,0,10.0
4993,0,0,10.0
5001,0,0,10.0
5009,0,0,10.0
5017,0,0,10.0
5025,0,1,10.0
5033,0,0,10.0
5041,1,0,10.0
5049,2,0,10.0
5057,0,0,10.0
5065,1,0,10.0
5073,1,0,10.0
5081,0,0,10.0
5089,1,0,10.0
5097,0,0,10.0
5105,1,1,10.0
5113,0,0,10.0
5121,0,0,10.0
5129,2,0,10.0
5137,0,0,10.0
5145,1,0,10.0
5153,0,0,10.0
5161,2,0,10.0
5169,0,0,10.0
5177,1,0,10.0
5185,2,0,10.0
5193,0,0,10.0
5201,2,0,10.0
5209,0,0,10.0
5217,0,0,10.0
5225,0,0,10.0
5233,0,0,10.0
5241,0,0,10.0
5249,0,0,10.0
5257,0,2,10.0
5265,0,0,10.0
5273,0,0,10.0
5281,1,0,10.0
5289,1,0,10.0
5297,0,0,10.0
5305,0,0,10.0
5313,0,0,10.0
5321,0,0,10.0
5329,0,0,10.0
5337,0,0,10.0
5345,0,0,10.0
5353,1,0,10.0
5361,0,0,10.0
5369,0,0,10.0
5377,0,1,10.0
5385,0,0,10.0
5393,0,0,10.0
5401,0,0,10.0
5409,0,0,10.0
5417,1,0,10.0
5425,0,0,10.0
5433,0,0,10.0
5441,0,0,10.0
5449,2,0,10.0
5457,2,0,10.0
5465,2,1,10.0
5473,0,0,10.0
5481,1,0,10.0
5489,0,0,10.0
5497,3,0,10.0
5505,0,0,10.0
5513,0,0,10.0
5521,0,0,10.0
5529,0,0,10.0
5537,2,0,10.0
5545,1,0,10.0
5553,0,0,10.0
5561,0,0,10.0
5569,0,0,10.0
5577,0,0,10.0
5585,0,0,10.0
5593,1,0,10.0
5601,0,0,10.0
5609,0,0,10.0
5617,2,0,10.0
5625,2,0,10.0
5633,1,0,10.0
5641,0,0,10.0
5649,0,0,10.0
5657,0,0,10.0
5665,3,0,10.0
5673,1,0,10.0
5681,1,0,10.0
5689,0,0,10.0
5697,0,0,10.0
5705,1,0,10.0
5713,1,0,10.0
5721,0,0,10.0
5729,0,0,10.0
5737,0,0,10.0
5745,2,0,10.0
5753,0,0,10.0
5761,0,0,10.0
5769,0,0,10.0
5777,1,0,10.0
5785,0,1,10.0
5793,0,0,10.0
5801,1,0,10.0
5809,0,0,10.0
5817,0,0,10.0
5825,1,0,10.0
5833,0,1,10.0
5841,1,0,10.0
5849,0,0,10.0
5857,0,0,10.0
5865,0,0,10.0
5873,3,0,10.0
5881,0,1,10.0
5889,1,0,10.0
5897,0,0,10.0
5905,0,0,10.0
5913,0,0,10.0
5921,0,0,10.0
5929,1,0,10.0
5937,2,0,10.0
5945,1,0,10.0
5953,1,0,10.0
5961,1,0,10.0
5969,0,1,10.0
5977,1,0,10.0
5985,2,0,10.0
5993,2,0,10.0
6001,0,0,10.0
6009,1,0,10.0
6017,0,0,10.0
6025,2,0,10.0
6033,1,0,10.0
6041,0,1,10.0
6049,0,0,10.0
6057,2,0,10.0
6065,0,0,10.0
6073,0,0,10.0
6081,0,0,10.0
6089,0,0,10.0
6097,0,0,10.0
6105,0,0,10.0
6113,0,0,10.0
6121,0,0,10.0
6129,0,1,10.0
6137,0,0,10.0
6145,0,0,10.0
6153,0,0,10.0
6161,0,0,10.0
6169,0,0,10.0
6177,0,0,10.0
6185,0,0,10.0
6193,0,0,10.0
6201,1,0,10.0
6209,1,0,10.0
6217,0,0,10.0
6225,1,0,10.0
6233,0,0,10.0
6241,0,0,10.0
6249,2,0,10.0
6257,1,0,10.0
6265,2,0,10.0
6273,0,0,10.0
6281,0,0,10.0
6289,0,0,10.0
6297,0,0,10.0
6305,1,0,10.0
6313,4,0,10.0
6321,0,0,10.0
6329,0,0,10.0
6337,0,0,10.0
6345,0,0,10.0
6353,0,0,10.0
6361,0,0,10.0
6369,0,0,10.0
6377,1,0,10.0
6385,0,1,10.0
6393,0,0,10.0
6401,2,0,10.0
6409,2,0,10.0
6417,1,0,10.0
6425,0,0,10.0
6433,2,0,10.0
6441,1,0,10.0
6449,0,0,10.0
6457,0,0,10.0
6465,0,1,10.0
6473,2,0,10.0
6481,0,0,10.0
6489,1,0,10.0
6497,1,0,10.0
6505,0,0,10.0
6513,0,0,10.0
6521,2,0,10.0
6529,0,0,10.0
6537,0,0,10.0
6545,1,0,10.0
6553,0,0,10.0
6561,1,0,10.0
6569,4,0,10.0
6577,1,0,10.0
6585,0,0,10.0
6593,2,0,10.0
6601,1,0,10.0
6609,0,0,10.0
6617,1,0,10.0
6625,3,0,10.0
6633,0,0,10.0
6641,0,0,10.0
6649,0,0,10.0
6657,0,0,10.0
6665,3,4,10.0
6673,1,0,10.0
6681,2,0,10.0
6689,1,0,10.0
6697,0,0,10.0
6705,1,0,10.0
6713,1,0,10.0
6721,0,0,10.0
6729,1,0,10.0
6737,0,0,10.0
6745,0,0,10.0
6753,1,0,10.0
6761,0,0,10.0
6769,2,0,10.0
6777,0,0,10.0
6785,5,0,10.0
6793,0,0,10.0
6801,0,0,10.0
6809,0,0,10.0
6817,0,0,10.0
6825,0,0,10.0
6833,0,0,10.0
6841,0,0,10.0
6849,0,0,10.0
6857,0,0,10.0
6865,1,0,10.0
6873,0,0,10.0
6881,7,0,10.0
6889,0,0,10.0
6897,1,0,10.0
6905,0,0,10.0
6913,0,0,10.0
6921,1,0,10.0
6929,0,1,10.0
6937,0,1,10.0
6945,0,0,10.0
6953,0,0,10.0
6961,0,0,10.0
6969,1,0,10.0
6977,0,0,10.0
6985,1,0,10.0
6993,2,0,10.0
7001,1,1,10.0
7009,0,0,10.0
7017,1,0,10.0
7025,2,1,10.0
7033,0,0,10.0
7041,0,0,10.0
7049,0,1,10.0
7057,1,0,10.0
7065,0,1,10.0
7073,1,0,10.0
7081,2,0,10.0
7089,0,1,10.0
7097,7,0,10.0
7105,0,0,10.0
7113,0,0,10.0
7121,1,0,10.0
7129,1,0,10.0
7137,1,0,10.0
7145,0,0,10.0
7153,3,0,10.0
7161,0,1,10.0
7169,2,0,10.0
7177,0,2,10.0
7185,1,0,10.0
7193,7,0,10.0
7201,1,0,10.0
7209,3,0,10.0
7217,0,0,10.0
7225,3,0,10.0
7233,3,0,10.0
7241,1,0,10.0
7249,1,0,10.0
7257,0,2,10.0
7265,1,0,10.0
7273,3,0,10.0
7281,1,0,10.0
7289,0,0,10.0
7297,0,0,10.0
7305,0,0,10.0
7313,0,0,10.0
7321,0,0,10.0
7329,0,0,10.0
7337,0,0,10.0
7345,0,0,10.0
7353,0,0,10.0
7361,1,0,10.0
7369,1,0,10.0
7377,0,0,10.0
7385,0,0,10.0
7393,4,0,10.0
7401,0,0,10.0
7409,0,0,10.0
7417,1,0,10.0
7425,1,0,10.0
7433,0,0,10.0
7441,4,0,10.0
7449,0,0,10.0
7457,0,0,10.0
7465,0,0,10.0
7473,1,0,10.0
7481,2,0,10.0
7489,4,0,10.0
7497,0,0,10.0
7505,0,1,10.0
7513,1,0,10.0
7521,1,0,10.0
7529,0,0,10.0
7537,0,0,10.0
7545,0,3,10.0
7553,2,0,10.0
7561,4,0,10.0
7569,0,1,10.0
7577,2,0,10.0
7585,2,0,10.0
7593,1,0,10.0
7601,2,0,10.0
7609,0,0,10.0
7617,0,0,10.0
7625,3,0,10.0
7633,0,0,10.0
7641,0,0,10.0
7649,0,0,10.0
7657,0,0,10.0
7665,0,0,10.0
7673,1,0,10.0
7681,0,0,10.0
7689,1,0,10.0
7697,0,0,10.0
7705,0,0,10.0
7713,0,0,10.0
7721,1,0,10.0
7729,1,0,10.0
7737,1,2,10.0
7745,1,0,10.0
7753,2,0,10.0
7761,0,0,10.0
7769,0,0,10.0
7777,1,0,10.0
7785,0,0,10.0
7793,3,0,10.0
7801,0,0,10.0
7809,2,0,10.0
7817,1,0,10.0
7825,2,0,10.0
7833,0,0,10.0
7841,0,1,10.0
7849,4,1,10.0
7857,2,0,10.0
7865,0,0,10.0
7873,2,0,10.0
7881,0,0,10.0
7889,0,0,10.0
7897,0,0,10.0
7905,0,1,10.0
7913,0,0,10.0
7921,0,0,10.0
7929,1,0,10.0
7937,2,0,10.0
7945,0,0,10.0
7953,1,1,10.0
7961,0,0,10.0
7969,0,0,10.0
7977,0,0,10.0
7985,0,0,10.0
7993,2,1,10.0
